run_idx,w,lambda_loss,seed,algo,env,mean_reward,collapsed,final_value_loss,final_explained_variance
38,0.35,1,60,PPO,MPE_CoopNav,-62.31036087574836,True,22.136694087521217,0.3279249451281777
32,0.35,1,54,PPO,MPE_CoopNav,-66.67303251062155,True,22.7972044751983,0.3933308188077277
15,0.3,1,57,PPO,MPE_CoopNav,-71.44646808373946,True,13.938241312407655,0.6285300520361996
27,0.35,1,49,PPO,MPE_CoopNav,-106.96514414987553,True,24.406885982399256,0.5332047354511048
3,0.3,1,45,PPO,MPE_CoopNav,-72.61050530207987,True,16.155489190722243,0.6024108198870847
35,0.35,1,57,PPO,MPE_CoopNav,-75.23508812339819,True,18.698284488824815,0.4938820905735413
12,0.3,1,54,PPO,MPE_CoopNav,-78.86026717777058,True,16.333222364974844,0.5661937885759124
8,0.3,1,50,PPO,MPE_CoopNav,-53.926541881741855,True,25.368518709190063,0.17300652850910583
7,0.3,1,49,PPO,MPE_CoopNav,-79.38129028400462,True,17.168662710806473,0.6104139626913354
43,0.4,1,45,PPO,MPE_CoopNav,-53.703025592519495,True,24.642268626271687,0.24935258434615581
48,0.4,1,50,PPO,MPE_CoopNav,-79.31594948906142,True,28.644729394109852,0.4135758924404119
30,0.35,1,52,PPO,MPE_CoopNav,-74.17009110319827,True,25.950123041158445,0.4070806769456204
29,0.35,1,51,PPO,MPE_CoopNav,-62.71274715074445,True,24.823518560973692,0.20930888451321025
46,0.4,1,48,PPO,MPE_CoopNav,-60.32297759628195,True,29.694589469374826,0.1937441226004333
9,0.3,1,51,PPO,MPE_CoopNav,-76.52560602670765,True,16.82483685447068,0.6002427219638599
21,0.35,1,43,PPO,MPE_CoopNav,-64.09980103959431,True,21.986285001092924,0.33157082819755496
49,0.4,1,51,PPO,MPE_CoopNav,-72.0041871494141,True,21.710434292006894,0.39587298607055416
0,0.3,1,42,PPO,MPE_CoopNav,-95.89593582455323,True,20.422036175218036,0.5630926105853232
39,0.35,1,61,PPO,MPE_CoopNav,-65.86968312230606,True,28.687460738534966,0.2975734386798209
2,0.3,1,44,PPO,MPE_CoopNav,-74.93681507203743,True,19.5962547897682,0.4426119248603355
22,0.35,1,44,PPO,MPE_CoopNav,-58.1035448730956,True,26.385822149886057,0.26285943780070536
